ISIN,NAME,Country,Region
AU000000DOW2,DOWNER EDI,AU,PAC
AU000000DXS1,DEXUS STAPLED UNITS,AU,PAC
AU000000ELD6,ELDERS,AU,PAC
AU000000ERA9,ENERGY RES.OF AUS.,AU,PAC
AU000000FLT9,FLIGHT CENTRE TRAVEL GP.,AU,PAC
AU000000GMG2,GOODMAN GROUP,AU,PAC
AU000000GPT8,GPT GROUP STAPLED UNITS,AU,PAC
AU000000GWA4,GWA GROUP,AU,PAC
AU000000HIL8,HILLS DEAD - DELIST.29/08/23,AU,PAC
AU000000HVN7,HARVEY NORMAN HOLDINGS,AU,PAC
AU000000IAG3,INSURANCE AUS.GROUP,AU,PAC
AU000000IFL2,INSIGNIA FINANCIAL,AU,PAC
AU000000IGO4,IGO,AU,PAC
AU000000ILU1,ILUKA RESOURCES,AU,PAC
AU000000IRE2,IRESS,AU,PAC
AU000000IVC8,INVOCARE DEAD - DELIST.27/11/23,AU,PAC
AU000000JBH7,JB HI-FI,AU,PAC
AU000000JHX1,JAMES HARDIE INDUSTRIES CDI,IE,EUR
AU000000LLC3,LENDLEASE GROUP STAPLED UNITS,AU,PAC
AU000000MAH3,MACMAHON HOLDINGS,AU,PAC
AU000000MGR9,MIRVAC GROUP STAPLED UNITS,AU,PAC
AU000000MGX7,MGX RESOURCES,AU,PAC
AU000000MND5,MONADELPHOUS GROUP,AU,PAC
AU000000MQG1,MACQUARIE GROUP,AU,PAC
AU000000MTS0,METCASH,AU,PAC
AU000000NAB4,NATIONAL AUS.BANK,AU,PAC
AU000000NCM7,NEWCREST MINING DEAD - DELIST.08/11/23,AU,PAC
AU000000ORG5,ORIGIN ENERGY (EX BORAL),AU,PAC
AU000000ORI1,ORICA,AU,PAC
AU000000OZL8,OZ MINERALS DEAD - DELIST.03/05/23,AU,PAC
AU000000PPT9,PERPETUAL,AU,PAC
AU000000QAN2,QANTAS AIRWAYS,AU,PAC
AU000000QBE9,QBE INSURANCE GROUP,AU,PAC
AU000000RHC8,RAMSAY HEALTH CARE,AU,PAC
AU000000SBM8,ST BARBARA,AU,PAC
AU000000SDG6,SUNLAND GROUP DEAD - DELIST.30/10/23,AU,PAC
AU000000SEK6,SEEK,AU,PAC
AU000000SGM7,SIMS,AU,PAC
AU000000SGP0,STOCKLAND STAPLED UNITS,AU,PAC
AU000000SHL7,SONIC HEALTHCARE,AU,PAC
AU000000SIG5,SIGMA HEALTHCARE,AU,PAC
AU000000STO6,SANTOS,AU,PAC
AU000000SUN6,SUNCORP GROUP,AU,PAC
AU000000SWM4,SEVEN WEST MEDIA DEAD - DELIST.08/01/26,AU,PAC
AU000000SXL4,SOUTHERN CROSS MEDIA GROUP,AU,PAC
AU000000TAH8,TABCORP HOLDINGS,AU,PAC
AU000000TCL6,TRANSURBAN GROUP STAPLED UNITS,AU,PAC
AU000000TLS2,TELSTRA GROUP,AU,PAC
AU000000WBC1,WESTPAC BANKING,AU,PAC
AU000000WES1,WESFARMERS,AU,PAC
AU000000WOR2,WORLEY,AU,PAC
AU000000WOW2,WOOLWORTHS GROUP,AU,PAC
AU0000032187,A2B AUSTRALIA DEAD - DELIST.12/04/24,AU,PAC
AU0000033359,HEALIUS,AU,PAC
AU0000038911,OVATO DEAD - DELIST.29/08/22,AU,PAC
AU0000088338,AMPOL,AU,PAC
AU0000224040,WOODSIDE ENERGY GROUP,AU,PAC
BE0003470755,SOLVAY,BE,EUR
BE0003565737,KBC GROUP,BE,EUR
BE0003593044,COFINIMMO,BE,EUR
BE0003717312,SOFINA,BE,EUR
BE0003735496,ORANGE BELGIUM,BE,EUR
BE0003739530,UCB,BE,EUR
BE0003755692,AGFA-GEVAERT,BE,EUR
BE0003797140,GBL NEW,BE,EUR
BE0003810273,PROXIMUS,BE,EUR
BE0003822393,ELIA GROUP,BE,EUR
BE0974256852,COLRUYT GROUP,BE,EUR
BE0974258874,BEKAERT (D),BE,EUR
BE0974264930,AGEAS (EX-FORTIS),BE,EUR
BE0974271034,VIOHALCO,BE,EUR
BE0974293251,ANHEUSER-BUSCH INBEV,BE,EUR
BE0974320526,UMICORE,BE,EUR
BE0974338700,TITAN,BE,EUR
BMG0450A1053,ARCH CAP.GP.,BM,Other
BMG0692U1099,AXIS CAPITAL HDG.,BM,Other
BMG2108M2182,CHINESE ESTATES HDG.,HK,PAC
BMG211591018,CHINA YURUN FOOD GROUP,CN,EM
BMG2178K1009,CKI HOLDINGS,HK,PAC
BMG2442N1048,COSCO SHIPPING PORTS,HK,PAC
BMG2624N1535,DFI RETAIL GROUP HOLDINGS,HK,PAC
BMG3223R1088,EVEREST GROUP,BM,Other
BMG420981224,GUOCO GROUP,BM,Other
BMG4587L1090,HONG KONG LAND HDG.,BM,Other
BMG4593F1389,HISCOX DI,BM,Other
BMG4600H1198,HOPSON DEVELOPMENT HOLDINGS,HK,PAC
BMG4639H1227,HUABAO INTL.HDG.,HK,PAC
BMG507361001,JARDINE MATHESON HDG.,HK,PAC
BMG524401079,KERRY PROPERTIES,HK,PAC
BMG5320C1082,KUNLUN ENERGY,HK,PAC
BMG6359F1370,NABORS INDUSTRIES,BM,Other
BMG668971101,CTF SERVICES,HK,PAC
BMG677491539,ORIENT OVERSEAS (INTL.),HK,PAC
BMG684371393,PACIFIC BASIN SHIP.,HK,PAC
BMG7496G1033,RENAISSANCERE HDG.,BM,Other
BMG7997W1029,SEADRILL,BM,Other
BMG8063F1068,SHANGRI-LA ASIA,HK,PAC
BMG812761002,SIGNET JEWELERS,BM,Other
BMG8403G1033,SINOFERT HOLDINGS,HK,PAC
BMG850801025,STOLT-NIELSEN,GB,EUR
BMG9031M1082,TRANSPORT INTL.HDG.,BM,Other
BMG9460G1015,VALARIS,BM,Other
BMG9618E1075,WHITE MOUNTAINS IN.GP.,US,AMER
BMG988031446,YUE YUEN INDL.HDG.,HK,PAC
BRABEVACNOR1,AMBEV ON,BR,EM
BRBBASACNOR3,BANCO DO BRASIL ON,BR,EM
BRBBDCACNPR8,BANCO BRADESCO PN,BR,EM
BRBRFSACNOR8,BRF BRASIL FOODS ON DEAD - DELIST.23/09/25,BR,EM
BRBRKMACNPA4,BRASKEM PN A,BR,EM
BRCESPACNPB4,CMPH.ENGT.DE SAOP.B PN DEAD - DELIST.29/03/22,BR,EM
BRCMIGACNPR3,CIA ENERGETICA DE MINAS GERAIS PN,BR,EM
BRCPFEACNOR0,CPFL ENERGIA ON,BR,EM
BRCPLEACNPB9,CIA PARANAENSE DE ENERGIA COPEL PN B,BR,EM
BRCSANACNOR6,COSAN INDUSTRIA E COMERCIO ON,BR,EM
BRCSNAACNOR6,COMPANHIA SIDERURGICA NACIONAL ON,BR,EM
BRCYREACNOR7,CYRELA BRAZIL REALTY ON,BR,EM
BRDXCOACNOR8,DEXCO ON,BR,EM
BREGIEACNOR9,ENGIE BRASIL ENERGIA ON,BR,EM
BRGFSAACNOR3,GAFISA ON,BR,EM
BRGGBRACNPR8,GERDAU PN,BR,EM
BRGOAUACNPR8,METALURGICA GERDAU PN,BR,EM
BRITSAACNPR7,ITAUSA INVESTIMENTOS ITAU PN,BR,EM
BRITUBACNPR1,ITAU UNIBANCO HOLDING PN,BR,EM
BRKLBNACNPR9,KLABIN PN,BR,EM
BRLIGTACNOR2,LIGHT ON,BR,EM
BRPCARACNOR3,CMPBRA.DE DISTB.ON,BR,EM
BRPETRACNPR6,PETROLEO BRASILEIRO PN,BR,EM
BRRENTACNOR4,LOCALIZA RENT A CAR ON,BR,EM
BRSBSPACNOR5,CPAD.SANMT.BASICO DE SAOP.ON,BR,EM
BRSUZBACNOR0,SUZANO ON,BR,EM
BRUSIMACNPA6,USINAS SIDERURGICAS DE MINAS GERAIS PN A,BR,EM
BRVALEACNOR0,VALE ON,BR,EM
BRVIVTACNOR0,TELEFONICA BRASIL ON,BR,EM
BRWEGEACNOR0,WEG ON,BR,EM
CA00208D4084,ARC RESOURCES,CA,AMER
CA0084741085,AGNICO-EAGLE MNS. (NYS),CA,AMER
CA00900Q1037,AIMIA,CA,AMER
CA01626P1484,ALIMENTATION COUCHE TARD,CA,AMER
CA05534B7604,BCE,CA,AMER
CA0585861085,BALLARD PWR.SYS. (NAS),CA,AMER
CA0636711016,BANK OF MONTREAL,CA,AMER
CA0641491075,BK.OF NOVA SCOTIA,CA,AMER
CA0717341071,BAUSCH HEALTH (NYS) COMPANIES,CA,AMER
CA09228F1036,BLACKBERRY (NYS),CA,AMER
CA0977518616,BOMBARDIER 'B',CA,AMER
CA11271J1075,BROOKFIELD A (NYS),CA,AMER
CA1247651088,CAE,CA,AMER
CA12532H1047,CGI A,CA,AMER
CA1254911003,CI FINANCIAL DEAD - DELIST.15/08/25,CA,AMER
CA13321L1085,CAMECO,CA,AMER
CA1360691010,CANADIAN IMP.BK.COM.,CA,AMER
CA1363751027,CANADIAN NATIONAL RY.,CA,AMER
CA1363851017,CANADIAN NATURAL RES.,CA,AMER
CA13646K1084,CANADIAN PACIFIC KANSAS CITY,CA,AMER
CA1366812024,CANADIAN TIRE 'A',CA,AMER
CA1367178326,CANADIAN UTILITIES 'A',CA,AMER
CA2849025093,ELDORADO GOLD,CA,AMER
CA2918434077,EMPIRE 'A',CA,AMER
CA29250N1050,ENBRIDGE,CA,AMER
CA2927661025,ENERPLUS DEAD - DELIST.04/06/24,CA,AMER
CA2935701078,ENSIGN EN.SVS.,CA,AMER
CA3039011026,FAIRFAX FINL.HDG.,CA,AMER
CA3180714048,FINNING INTL.,CA,AMER
CA3359341052,FIRST QUANTUM MRLS.,CA,AMER
CA3495531079,FORTIS,CA,AMER
CA3518581051,FRANCO-NEVADA,CA,AMER
CA3759161035,GILDAN ACTIVEWEAR,CA,AMER
CA39138C1068,GREAT WEST LIFECO,CA,AMER
CA4495861060,IGM FINL.,CA,AMER
CA4530384086,IMPERIAL OIL,CA,AMER
CA45823T1066,INTACT FINANCIAL,CA,AMER
CA4969024047,KINROSS GOLD (NYS),CA,AMER
CA5394811015,LOBLAW,CA,AMER
CA5592224011,MAGNA INTL.,CA,AMER
CA56501R1064,MANULIFE FINANCIAL,CA,AMER
CA59151K1084,METHANEX,CA,AMER
CA59162N1096,METRO,CA,AMER
CA6330671034,NATIONAL BANK OF CANADA,CA,AMER
CA67077M1086,NUTRIEN,CA,AMER
CA6744822033,OBSIDIAN ENERGY,CA,AMER
CA68272K1030,ONEX,CA,AMER
CA6837151068,OPEN TEXT (NAS),CA,AMER
CA6979001089,PAN AMERICAN SILVER,CA,AMER
CA7392391016,POWER CORP.CANADA,CA,AMER
CA74022D4075,PRECISION DRILLING,CA,AMER
CA74935Q1072,RB GLOBAL (NYS),US,AMER
CA7669101031,RIOCAN REIT.TST.,CA,AMER
CA7751092007,ROGERS COMMS.'B',CA,AMER
CA7800871021,ROYAL BANK OF CANADA,CA,AMER
CA8029121057,SAPUTO,CA,AMER
CA82028K2002,SHAW COMMS.'B' DEAD - DELIST.05/04/23,CA,AMER
CA8239011031,SHERRITT INTL.RESTRCTD VTG,CA,AMER
CA85472N1096,STANTEC,CA,AMER
CA8667961053,SUN LIFE FINL.,CA,AMER
CA8672241079,SUNCOR ENERGY,CA,AMER
CA8676EP1086,SUNOPTA (NAS),US,AMER
CA87807B1076,TC ENERGY,CA,AMER
CA8787422044,TECK RESOURCES SUBORDINATE VOTING B,CA,AMER
CA87971M1032,TELUS,CA,AMER
CA8849038085,THOMSON REUTERS,CA,AMER
CA8911605092,TORONTO-DOMINION BANK,CA,AMER
CA89346D1078,TRANSALTA,CA,AMER
CA8959451037,TRICAN WELL SER.,CA,AMER
CA9611485090,WESTON GEORGE,CA,AMER
CA98462Y1007,YAMANA GOLD DEAD - DELIST.04/04/23,CA,AMER
CA9855721069,YELLOW PAGES,CA,AMER
CH0000816824,OC OERLIKON CORPORATION,CH,EUR
CH0008038389,SWISS PRIME SITE,CH,EUR
CH0008742519,SWISSCOM 'R',CH,EUR
CH0010570759,CHOCOLADEFABRIKEN LINDT & SPRUENGLI,CH,EUR
CH0010645932,GIVAUDAN 'N',CH,EUR
CH0011075394,ZURICH INSURANCE GROUP,CH,EUR
CH0011432447,BASILEA PHARMACEUTICA 'R',CH,EUR
CH0012005267,NOVARTIS 'R',CH,EUR
CH0012032048,ROCHE HOLDING,CH,EUR
CH0012138530,CREDIT SUISSE GROUP DEAD - DELIST.14/06/23,CH,EUR
CH0012138605,ADECCO GROUP,CH,EUR
CH0012142631,CLARIANT,CH,EUR
CH0012214059,HOLCIM,CH,EUR
CH0012221716,ABB LTD N,CH,EUR
CH0012255151,THE SWATCH GROUP,CH,EUR
CH0012268360,KUDELSKI 'B',CH,EUR
CH0012410517,BALOISE HOLDING DEAD - DELIST.08/12/25,CH,EUR
CH0012549785,SONOVA N,CH,EUR
CH0013841017,LONZA GROUP,CH,EUR
CH0014786500,VALIANT 'R',CH,EUR
CH0014852781,SWISS LIFE HOLDING,CH,EUR
CH0018294154,PSP SWISS PROPERTY AG,CH,EUR
CH0022268228,EFG INTERNATIONAL N,CH,EUR
CH0024608827,PARTNERS GROUP HOLDING,CH,EUR
CH0024638212,SCHINDLER 'R',CH,EUR
CH0025238863,KUEHNE UND NAGEL INTERNATIONAL,CH,EUR
CH0025751329,LOGITECH 'R',CH,EUR
CH0030170408,GEBERIT 'R',CH,EUR
CH0038388911,SULZER 'R',CH,EUR
CH0038863350,NESTLE 'N',CH,EUR
CH0044328745,CHUBB,CH,EUR
CH0048265513,TRANSOCEAN,CH,EUR
CH0102484968,JULIUS BAER GRUPPE,CH,EUR
CH0114405324,GARMIN,CH,EUR
CH0126881561,SWISS RE,CH,EUR
CH0198251305,COCA-COLA HBC,CH,EUR
CH0210483332,RICHEMONT N,CH,EUR
CH0244767585,UBS GROUP,CH,EUR
CH0319416936,FLUGHAFEN ZURICH,CH,EUR
CH0418792922,SIKA,CH,EUR
CH1169151003,GEORG FISCHER,CH,EUR
CH1175448666,STRAUMANN HLDG.,CH,EUR
CH1216478797,DSM FIRMENICH,CH,EUR
CH1256740924,SGS 'N',CH,EUR
CL0000000035,AGUAS ANDINAS,CL,EM
CL0000000100,CENCOSUD,CL,EM
CL0000000423,LATAM AIRLINES GROUP,CL,EM
CL0000001256,INVERSIONES AGUAS METROPOLITANAS,CL,EM
CL0000001314,EMPRESAS CMPC,CL,EM
CL0002694637,AES ANDES DEAD - DELIST.18/04/24,CL,EM
CL0002841873,BANCO ITAU CHILE,CL,EM
CLP0362E1386,ANTAR CHILE,CL,EM
CLP0939W1081,BANCO DE CHILE,CL,EM
CLP1506A1070,BANCO SANTANDER CHILE,CL,EM
CLP249051044,COMPANIA CERVECERIAS UNIDAS,CL,EM
CLP256251073,CAP,CL,EM
CLP321331116,BANCO DE CREDITO E INVERSION,CL,EM
CLP3615W1037,COLBUN MACHICURA,CL,EM
CLP3697S1034,EMBOTELLADORA ANDINA SERIES B,CL,EM
CLP3710M1090,ENEL GENERACION CHILE,CL,EM
CLP371151059,EMPRESA NACIONAL DE TELECOMUNICA,CL,EM
CLP371861061,ENEL AMERICAS,CL,EM
CLP3880F1085,FALABELLA SACI,CL,EM
CLP7847L1080,EMPRESAS COPEC,CL,EM
CLP7980K1070,QUINENCO,CL,EM
CLP9796J1008,VINA CONCHA Y TORO,CL,EM
CNE0000000T2,CHINA VANKE 'A',CN,EM
CNE000000644,CHINA INTL.MAR.CTRS. (GP.) 'A',CN,EM
CNE0000009S5,SHAI.LJZ.FN&T.ZONE DEV. 'A',CN,EM
CNE000000HW5,GUANGDONG ELEC.PWR.DEV. 'B',CN,EM
CNE000000RN3,BENGANG STL.PLATES 'B',CN,EM
CNE000000SJ9,SHAI.ZHENHUA HEAVY IND. 'B',CN,EM
CNE000000SK7,INNER MONGOLIA YITAI COAL 'B',CN,EM
CNE000000T59,YANTAI CHANGYU PION.WINE 'B',CN,EM
CNE000000TK5,ZTE 'A',CN,EM
CNE000000TR0,CHINA EASTERN AIRL. 'A',CN,EM
CNE000001B33,CHINA MERCHANTS BANK 'A',CN,EM
CNE100000114,CHINA MOLYBDENUM 'H',CN,EM
CNE100000171,SHANDONG WEIGAO GP MEDICAL POLYMER 'H',CN,EM
CNE1000001Q4,CHINA CITIC BANK 'H',CN,EM
CNE1000001S0,AIR CHINA 'H',CN,EM
CNE1000001T8,ALUMINUM CORPORATION OF CHINA 'H',CN,EM
CNE1000001V4,ANGANG STEEL 'H',CN,EM
CNE1000001W2,ANHUI CONCH CEMENT 'H',CN,EM
CNE1000001X0,ANHUI EXPRESSWAY 'H',CN,EM
CNE1000001Z5,BANK OF CHINA 'H',CN,EM
CNE100000205,BANK OF COMMS.'H',CN,EM
CNE100000221,BEJ.CAPI.ARPT.'H',CN,EM
CNE100000296,BYD 'H',CN,EM
CNE1000002F5,CHIN.COMMS.CNUT.GP. 'H',CN,EM
CNE1000002H1,CHINA CON.BANK 'H',CN,EM
CNE1000002J7,COSCO SHIPPING HDG.'H',CN,EM
CNE1000002L3,CHINA LIFE INSURANCE 'H',CN,EM
CNE1000002N9,CHINA NATIONAL BUILDING MATERIAL 'H',CN,EM
CNE1000002P4,CHINA OILFIELD SVS.'H',CN,EM
CNE1000002Q2,CHINA PTL.& CHM. 'H',CN,EM
CNE1000002R0,CHINA SHENHUA EN.CO.'H',CN,EM
CNE1000002S8,COSCO SHIP.EN.TRSP. 'H',CN,EM
CNE1000002T6,CHINA SOUTHERN AIRL.'H',CN,EM
CNE1000002V2,CHINA TELECOM 'H',CN,EM
CNE1000002Z3,DGI.PWG.'H',CN,EM
CNE100000304,DONGFANG ELECTRIC 'H',CN,EM
CNE100000312,DONGFENG MOTOR GP.'H',CN,EM
CNE100000379,GUANGSHEN RAILWAY 'H',CN,EM
CNE1000003C0,HARBIN ELECTRIC 'H',CN,EM
CNE1000003D8,HUADIAN POWER INTERNATIONAL 'H',CN,EM
CNE1000003G1,INDL&COML.BOC.'H',CN,EM
CNE1000003J5,JIANGSU EXPRESSWAY 'H',CN,EM
CNE1000003K3,JIANGXI COPPER 'H',CN,EM
CNE1000003R8,MAANSHAN IRON & STL.'H',CN,EM
CNE1000003W8,PETROCHINA 'H',CN,EM
CNE1000003X6,PING AN INSURANCE (GROUP) OF CHINA 'H',CN,EM
CNE100000437,SHANGHAI ELEC.GP.CO.'H',CN,EM
CNE1000004C8,SINOPEC SHANGHAI PETROCHEMICAL 'H',CN,EM
CNE1000004K1,TSINGTAO BREWERY 'H',CN,EM
CNE1000004L9,WEICHAI POWER 'H',CN,EM
CNE1000004Q8,YANKUANG ENERGY GROUP COMPANY 'H',CN,EM
CNE1000004R6,ZHAOJIN MINING IND.'H',CN,EM
CNE1000004S4,ZHEJIANG EXPRESSWAY 'H',CN,EM
CNE100000502,ZIJIN MINING GROUP 'H',CN,EM
CNE100000536,COSCO SHIP.DEV.'H',CN,EM
CNE100000569,GUANGZHOU R&F PROPS.'H',CN,EM
CNE100000593,PICC PROPERTY & CLTY.'H',CN,EM
CNE1000006Z4,HUANENG POWER INTERNATIONAL 'H',CN,EM
CZ0005112300,CEZ,CZ,EM
CZ0009093209,TELF.O2 CZECH REPUBLIC DEAD - DELIST.25/02/22,CZ,EM
DE0005089031,UNITED INTERNET,DE,EUR
DE0005140008,DEUTSCHE BANK,DE,EUR
DE0005190003,BMW,DE,EUR
DE0005200000,BEIERSDORF,DE,EUR
DE0005408884,LEONI DEAD - DELIST.21/08/23,DE,EUR
DE0005439004,CONTINENTAL,DE,EUR
DE0005470405,LANXESS,DE,EUR
DE0005552004,DEUTSCHE POST,DE,EUR
DE0005557508,DEUTSCHE TELEKOM,DE,EUR
DE0005773303,FRAPORT,DE,EUR
DE0005785604,FRESENIUS,DE,EUR
DE0005785802,FRESENIUS MED.CARE,DE,EUR
DE0005810055,DEUTSCHE BOERSE,DE,EUR
DE0005909006,BILFINGER BERGER,DE,EUR
DE0006047004,HEIDELBERG MATERIALS,DE,EUR
DE0006048432,HENKEL PREFERENCE,DE,EUR
DE0006070006,HOCHTIEF,DE,EUR
DE0006202005,SALZGITTER,DE,EUR
DE0006231004,INFINEON TECHNOLOGIES,DE,EUR
DE0006569908,MLP,DE,EUR
DE0006599905,MERCK KGAA,DE,EUR
DE0006602006,GEA GROUP,DE,EUR
DE0006969603,PUMA,DE,EUR
DE0007030009,RHEINMETALL,DE,EUR
DE0007037129,RWE,DE,EUR
DE0007042301,RHOEN-KLINIKUM,DE,EUR
DE0007100000,MERCEDES-BENZ GROUP N,DE,EUR
DE0007164600,SAP,DE,EUR
DE0007236101,SIEMENS,DE,EUR
DE0007257503,CECONOMY,DE,EUR
DE0007297004,SUEDZUCKER,DE,EUR
DE0007314007,HEIDELB.DRUCKMASCHINEN,DE,EUR
DE0007500001,THYSSENKRUPP,DE,EUR
DE0007507501,WASHTEC,DE,EUR
DE0007664039,VOLKSWAGEN PREF.,DE,EUR
DE0008232125,DEUTSCHE LUFTHANSA,DE,EUR
DE0008402215,HANNOVER RUECK,DE,EUR
DE0008404005,ALLIANZ,DE,EUR
DE0008430026,MUNCH. RVRS.GESELL. MUNCH.N,DE,EUR
DE000A0D6554,NORDEX,DE,EUR
DE000A0D9PT0,MTU AERO ENGINES HLDG.,DE,EUR
DE000A0S8488,HAMB.HAFEN UD.LOGISTIK,DE,EUR
DE000A0WMPJ6,AIXTRON,DE,EUR
DE000A1EWWW0,ADIDAS,DE,EUR
DE000A2GS401,SOFTWARE N DEAD - DELIST.26/08/24,DE,EUR
DE000BASF111,BASF,DE,EUR
DE000BAY0017,BAYER,DE,EUR
DE000CBK1001,COMMERZBANK,DE,EUR
DE000CLS1001,MCKESSON EUROPE DEAD - DELIST.15/06/23,DE,EUR
DE000ENAG999,E ON N,DE,EUR
DE000KSAG888,K S N,DE,EUR
DE000PSM7770,PROSIEBENSAT 1 MEDIA,DE,EUR
DE000TUAG505,TUI N,DE,EUR
DK0010181759,CARLSBERG B,DK,EUR
DK0010234467,FLSMIDTH AND B,DK,EUR
DK0010244508,A P MOLLER MAERSK B,DK,EUR
DK0010272632,GN STORE NORD,DK,EUR
DK0010274414,DANSKE BANK,DK,EUR
DK0010287663,NKT,DK,EUR
DK0010307958,JYSKE BANK,DK,EUR
DK0010311471,AL SYDBANK,DK,EUR
DK0060079531,DSV,DK,EUR
DK0060336014,NOVOZYMES B,DK,EUR
DK0060448595,COLOPLAST B,DK,EUR
DK0060477503,TOPDANMARK DEAD - DELIST.21/10/24,DK,EUR
DK0060636678,TRYG,DK,EUR
DK0060738599,DEMANT,DK,EUR
DK0061539921,VESTAS WINDSYSTEMS,DK,EUR
DK0061804697,H LUNDBECK A,DK,EUR
EGS37091C013,EASTERN TOBACCO,EG,EM
EGS380P1C010,ALEXANDRIA MRL.OILS,EG,EM
EGS380S1C017,SIDI KERIR PETROCHEM.,EG,EM
EGS3C251C013,EZZ STEEL,EG,EM
EGS3D041C017,EL EZZ ALDK.STEEL ALEXA.,EG,EM
EGS3G0Z1C014,ELSWEDY ELECTRIC,EG,EM
EGS48031C016,TELECOM EGYPT,EG,EM
EGS60081C014,QATAR NATIONAL BANK,EG,EM
EGS60121C018,COML.INBLK.EGY. (CIB),EG,EM
EGS673T1C012,GB CORP,EG,EM
EGS69101C011,EFG HERMES HDG.,EG,EM
ES0109427734,ATRESMEDIA CORPN.DE MEDIOS DE CMNI.,ES,EUR
ES0112501012,EBRO FOODS,ES,EUR
ES0113211835,BBV.ARGENTARIA,ES,EUR
ES0113679I37,BANKINTER 'R',ES,EUR
ES0113860A34,BANCO DE SABADELL,ES,EUR
ES0113900J37,BANCO SANTANDER,ES,EUR
ES0116870314,NATURGY ENERGY GROUP,ES,EUR
ES0117160111,CORPORACION FINCA.ALBA DEAD - DELIST.08/05/25,ES,EUR
ES0118594417,INDRA SISTEMAS,ES,EUR
ES0122060314,FOMENTO CONSTR.Y CNTR.,ES,EUR
ES0124244E34,MAPFRE,ES,EUR
ES0125220311,ACCIONA,ES,EUR
ES0130670112,ENDESA,ES,EUR
ES0130960018,ENAGAS,ES,EUR
ES0132105018,ACERINOX 'R',ES,EUR
ES0134950F36,FAES FARMA,ES,EUR
ES0142090317,OBRASCON HUARTE LAIN,ES,EUR
ES0144580Y14,IBERDROLA,ES,EUR
ES0148396007,INDUSTRIA DE DISENO TEXTIL,ES,EUR
ES0152503035,MEDIASET ESPANA COMUNICACION,ES,EUR
ES0161560018,MINOR HOTELS EUROPE & AMERICAS,ES,EUR
ES0167050915,ACS ACTIV.CONSTR.Y SERV.,ES,EUR
ES0171743901,PROMOTORA DE INFORMACIONES,ES,EUR
ES0171996087,GRIFOLS ORD CL A,ES,EUR
ES0173093024,REDEIA CORPORACION,ES,EUR
ES0173516115,REPSOL YPF,ES,EUR
ES0178430E18,TELEFONICA,ES,EUR
ES0182870214,SACYR,ES,EUR
ES0184933812,ZARDOYA OTIS DEAD - DELIST.09/05/22,ES,EUR
FI0009000202,KESKO B,FI,EUR
FI0009000277,TIETOEVRY,FI,EUR
FI0009000459,HUHTAMAKI,FI,EUR
FI0009000681,NOKIA,FI,EUR
FI0009002158,UPONOR DEAD - DELIST.30/04/24,FI,EUR
FI0009002422,OUTOKUMPU 'A',FI,EUR
FI0009003727,WARTSILA,FI,EUR
FI0009005318,NOKIAN RENKAAT,FI,EUR
FI0009005870,KONECRANES,FI,EUR
FI0009005961,STORA ENSO R,FI,EUR
FI0009005987,UPM-KYMMENE,FI,EUR
FI0009007132,FORTUM,FI,EUR
FI0009007694,SANOMA,FI,EUR
FI0009007884,ELISA,FI,EUR
