ISIN,NAME,Country,Region
NL0000009538,PHILIPS ELTN.KONINKLIJKE,NL,EUR
NL0000226223,STMICROELECTRONICS,NL,EUR
NL0000235190,AIRBUS,NL,EUR
NL0000289213,WERELDHAVE,NL,EUR
NL0000337319,BAM GROEP KON.,NL,EUR
NL0000360618,SBM OFFSHORE,NL,EUR
NL0000379121,RANDSTAD,NL,EUR
NL0000395903,WOLTERS KLUWER,NL,EUR
NL0006237562,ARCADIS,NL,EUR
NL0009432491,KONINKLIJKE VOPAK,NL,EUR
NL0010273215,ASML HOLDING,NL,EUR
NL0010583399,CORBION NV C,NL,EUR
NL0011794037,KONINKLIJKE AHOLD DELHAIZE,NL,EUR
NL0011821202,ING GROEP,NL,EUR
NL0013267909,AKZO NOBEL,NL,EUR
NL0013332471,TOM TOM,NL,EUR
NL00150001Q9,STELLANTIS,NL,EUR
NL00150003E1,FUGRO C,NL,EUR
NL0015001FS8,FERROVIAL,NL,EUR
NL0015435975,DAVIDE CAMPARI MILANO,IT,EUR
NO0003028904,VEND SERA DEAD - DELIST.28/10/25,NO,EUR
NO0003053605,STOREBRAND,NO,EUR
NO0003054108,MOWI,NO,EUR
NO0003078800,TGS,NO,EUR
NO0003733800,ORKLA,NO,EUR
NO0005052605,NORSK HYDRO,NO,EUR
NO0010063308,TELENOR,NO,EUR
NO0010096985,EQUINOR,NO,EUR
NO0010112675,REC SILICON,NO,EUR
NO0010199151,PGS DEAD - DELIST.02/07/24,NO,EUR
NO0010208051,YARA INTERNATIONAL,NO,EUR
NO0010215684,AKASTOR,NO,EUR
NO0010861990,PROSAFE,NO,EUR
NO0012470089,TOMRA SYSTEMS,NO,EUR
NZAIAE0002S6,AUCKLAND INTL.AIRPORT,NZ,PAC
NZAIRE0001S2,AIR NEW ZEALAND,NZ,PAC
NZCENE0001S6,CONTACT ENERGY,NZ,PAC
NZFBUE0001S0,FLETCHER BUILDING,NZ,PAC
NZSKCE0001S2,SKY CITY ENTM.GP.,NZ,PAC
NZTELE0001S4,SPARK NEW ZEALAND,NZ,PAC
PA1436583006,CARNIVAL,US,AMER
PEP116001004,BANCO BBVA PERU,PE,EM
PEP617001008,SOCIEDAD MINERA EL BROCAL SAA,PE,EM
PEP620001003,NEXA RESOURCES PERU,PE,EM
PEP622005002,MINSUR 'I',PE,EM
PEP646501002,CERRO VERDE,PE,EM
PEP648014202,VOLCAN COMPANIA MINERA B PREF.,PE,EM
PEP700511004,ORYGEN PERU,PE,EM
PEP702101002,ENGIE ENERGIA PERU,PE,EM
PHY0001Z1040,ABOITIZ EQUITY VENT.,PH,EM
PHY0005M1090,ABOITIZ POWER,PH,EM
PHY003341054,ALLIANCE GLOBAL GP.,PH,EM
PHY0486V1154,AYALA,PH,EM
PHY0488F1004,AYALA LAND,PH,EM
PHY077751022,BDO UNIBANK,PH,EM
PHY0967S1694,BANK OF THE PHILP.ISLE.,PH,EM
PHY272571498,GLOBE TELECOM,PH,EM
PHY411571011,INTL.CTNR.TERM.SVS.,PH,EM
PHY4466S1007,JOLLIBEE FOODS,PH,EM
PHY5764J1483,MANILA ELECTRIC,PH,EM
PHY594811127,MEGAWORLD,PH,EM
PHY6028G1361,METROPOLITAN BANK AND TRUST,PH,EM
PHY6885F1067,PETRON,PH,EM
PHY7072Q1032,PLDT,PH,EM
PHY751061151,SAN MIGUEL,PH,EM
PHY806761029,SM INVESTMENTS,PH,EM
PHY8076N1120,SM PRIME HOLDINGS,PH,EM
PHY9297P1004,UNIVERSAL ROBINA,PH,EM
PK0022501016,PAKISTAN STATE OIL COMPANY,PK,EM
PK0053401011,FAUJI FERTILIZER COMPANY,PK,EM
PK0060301014,JAHANGIR SIDDIQUI & COMPANY,PK,EM
PK0078001010,NATIONAL BANK OF PAKISTAN,PK,EM
PK0081901016,UNITED BANK,PK,EM
PLBH00000012,BANK HANDLOWY W WARSZAWIE,PL,EM
PLBIG0000016,BANK MILLENNIUM,PL,EM
PLBSK0000017,ING BANK SLASKI,PL,EM
PLBUDMX00013,BUDIMEX,PL,EM
PLBZ00000044,SANTANDER BANK POLSKA,PL,EM
PLCIECH00018,CIECH DEAD - DELIST.07/03/24,PL,EM
PLGTC0000037,GLOBE TRADE CENTRE,PL,EM
PLKGHM000017,KGHM,PL,EM
PLLOTOS00025,GRUPA LOTOS DEAD - DELIST.12/08/22,PL,EM
PLMSTSD00019,POLIMEX MOSTOSTAL,PL,EM
PLPEKAO00016,BANK POLSKA KASA OPIEKI,PL,EM
PLPGNIG00014,POLISH OIL AND GAS DEAD - DELIST.18/11/22,PL,EM
PLPKN0000018,ORLEN,PL,EM
PLPKO0000016,PKO BANK,PL,EM
PLSTLPD00017,STALPRODUKT,PL,EM
PLTLKPL00017,ORANGE POLSKA,PL,EM
PR7331747001,POPULAR,PR,EUR
PTBCP0AM0015,BANCO COMR.PORTUGUES 'R',PT,EUR
PTEDP0AM0009,EDP ENERGIAS DE PORTUGAL,PT,EUR
PTJMT0AE0001,JERONIMO MARTINS,PT,EUR
PTSON0AM0001,SONAE SGPS,PT,EUR
PTZON0AM0006,NOS SGPS,PT,EUR
RU0007288411,MMC NORILSK NICKEL,RU,EM
RU0007661302,URALKALI,RU,EM
RU0007661625,GAZPROM,RU,EM
RU0008943394,ROSTELECOM,RU,EM
RU0009024277,NK LUKOIL,RU,EM
RU0009029540,SBERBANK OF RUSSIA,RU,EM
RU0009033591,TATNEFT,RU,EM
RU0009046510,SEVERSTAL,RU,EM
RU0009062467,GAZPROM NEFT,RU,EM
RU0009084396,MAGNITOGORSK IOSTL.WORKS,RU,EM
RU000A0B6NK6,TMK OAO,RU,EM
RU000A0DKVS5,NOVATEK,RU,EM
RU000A0DQZE3,SISTEMA JSFC,RU,EM
RU000A0J2Q06,OC ROSNEFT,RU,EM
RU000A0JP5V6,VTB BANK,RU,EM
RU000A0JPKH7,FED.HYGN.CO. RUSHYDRO,RU,EM
SE0000106270,HENNES & MAURITZ B,SE,EUR
SE0000108227,SKF B,SE,EUR
SE0000108656,ERICSSON B,SE,EUR
SE0000111940,RATOS B,SE,EUR
SE0000112724,SVENSKA CELLULOSA AKTIEBOLAGET SCA B,SE,EUR
SE0000113250,SKANSKA B,SE,EUR
SE0000114837,TRELLEBORG B,SE,EUR
SE0000148884,SKANDINAVISKA ENSKILDA BANKEN A,SE,EUR
SE0000163594,SECURITAS B,SE,EUR
SE0000163628,ELEKTA B,SE,EUR
SE0000171100,SSAB A,SE,EUR
SE0000190126,INDUSTRIVARDEN A,SE,EUR
SE0000202624,GETINGE B,SE,EUR
SE0000242455,SWEDBANK A,SE,EUR
SE0000379190,CASTELLUM,SE,EUR
SE0000667891,SANDVIK,SE,EUR
SE0000667925,TELIA COMPANY,SE,EUR
SE0000695876,ALFA LAVAL,SE,EUR
SE0000806994,JM,SE,EUR
SE0000862997,BILLERUD AKTIEBOLAG,SE,EUR
SE0000949331,NOBIA,SE,EUR
SE0001662230,HUSQVARNA B,SE,EUR
SE0003366871,SAS DEAD - DELIST.14/08/24,SE,EUR
SE0005190238,TELE2 B,SE,EUR
SE0006993770,AXFOOD,SE,EUR
SE0007100581,ASSA ABLOY B,SE,EUR
SE0007100599,SVENSKA HANDELSBANKEN A,SE,EUR
SE0011090018,HOLMEN B,SE,EUR
SE0011166974,FABEGE,SE,EUR
SE0011256312,ENIRO GROUP,SE,EUR
SE0015811955,INVESTOR A,SE,EUR
SE0015812219,SWEDISH MATCH DEAD - DELIST.02/01/23,SE,EUR
SE0015961909,HEXAGON B,SE,EUR
SE0015988019,NIBE INDUSTRIER,SE,EUR
SE0016589188,ELECTROLUX B,SE,EUR
SE0017486889,ATLAS COPCO A,SE,EUR
SE0018012494,MODERN TIMES GROUP MTG B,SE,EUR
SE0018012635,WIHLBORGS FASTIGHETER,SE,EUR
SE0020050417,BOLIDEN ORD SHS,SE,EUR
SG0531000230,VENTURE CORPORATION,SG,PAC
SG1B51001017,JARDINE CYC.& CARR.,SG,PAC
SG1F60858221,SINGAPORE TECHS.ENGR.,SG,PAC
SG1J26887955,SINGAPORE EXCHANGE,SG,PAC
SG1L01001701,DBS GROUP HOLDINGS,SG,PAC
SG1M31001969,UNITED OVERSEAS BANK,SG,PAC
SG1M51904654,CAPITALAND INTEG. COML. TST.,SG,PAC
SG1M77906915,CAPITALAND ASCENDAS REIT,SG,PAC
SG1N31909426,COMFORTDELGRO CORPORATION,SG,PAC
SG1P66918738,SINGAPORE PRESS HDG. DEAD - DELIST.13/05/22,SG,PAC
SG1R50925390,SEMBCORP INDUSTRIES,SG,PAC
SG1R89002252,CITY DEVELOPMENTS,SG,PAC
SG1S04926220,OVERSEA-CHINESE BKG.,SG,PAC
SG1S76928401,COSCO SHIPPING INTERNATIONAL,SG,PAC
SG1S83002349,UOL GROUP,SG,PAC
SG1T58930911,FRASER AND NEAVE,SG,PAC
SG1T75931496,SINGAPORE TELECOM,SG,PAC
SG1U68934629,KEPPEL,SG,PAC
SG1V61937297,SINGAPORE AIRLINES,SG,PAC
SG2B80958517,OUE,SG,PAC
SG9999000020,FLEX,SG,PAC
SG9999003735,XP POWER (DI),SG,PAC
SGXE21576413,GENTING SINGAPORE,SG,PAC
SGXE34184239,SEATRIUM,SG,PAC
SGXE65760014,OLAM GROUP,SG,PAC
TH0001010006,BANGKOK BANK,TH,EM
TH0003010Z04,SIAM CEMENT,TH,EM
TH0016010009,KASIKORNBANK,TH,EM
TH0021010Z06,SIAM CITY CEMENT,TH,EM
TH0023010000,BANK OF AYUDHYA,TH,EM
TH0068010Z07,TMBTHANACHART BANK,TH,EM
TH0083B10Z02,THANACHART CAPITAL,TH,EM
TH0101A10Z01,CHAROEN POKPHAND FOODS,TH,EM
TH0128B10Z09,MINOR INTERNATIONAL,TH,EM
TH0143010Z08,LAND AND HOUSES,TH,EM
TH0148A10Z06,BANPU,TH,EM
TH0150010Z03,KRUNG THAI BANK,TH,EM
TH0168A10Z01,BUMRUNGRAD HOSPITAL,TH,EM
TH0245010002,THAI AIRWAYS INTL.,TH,EM
TH0264A10Z04,BANGKOK DUSIT MED.SVS.,TH,EM
TH0268010Z03,ADVANCED INFO SER.,TH,EM
TH0324B10Z01,HANA MICROELECTRONICS,TH,EM
TH0355A10Z04,PTT EXPLORATION & PRDN.,TH,EM
TH0450010Y08,THAI UNION GROUP,TH,EM
TH0465010005,ELECTRICITY GENERATING,TH,EM
TH0471010Y04,IRPC,TH,EM
TH0481B10Z00,CENTRAL PATTANA,TH,EM
TH0554010Z06,TOTAL ACCESS COMMS. DEAD - DELIST.01/03/23,TH,EM
TH0592010Z06,BEC WORLD,TH,EM
TH0637010Y00,RATCH GROUP PCL,TH,EM
TH0646010Z00,PTT,TH,EM
TH0737010Y08,CP ALL,TH,EM
TH0765010Z08,AIRPORTS OF THAILAND,TH,EM
TH0796010005,THAI OIL,TH,EM
TH1074010006,PTT GLOBAL CHEMICAL,TH,EM
THA790010005,SCB X PUBLIC COMPANY LIMITED,TH,EM
TRAAEFES91A9,ANADOLU EFES BIRACILIK LTD.,TR,EM
TRAAKBNK91N6,AKBANK,TR,EM
TRAARCLK91H5,ARCELIK,TR,EM
TRADOHOL91Q8,DOGAN SRKGRBU.HLDG.,TR,EM
TRAEREGL91G3,EREGLI DEMIR CELIK,TR,EM
TRAGARAN91N1,TKI.GARANTI BKSI.,TR,EM
TRAISCTR91N2,TURKIYE IS BANKASI 'C',TR,EM
TRAKCHOL91Q8,KOC HOLDING,TR,EM
TRAOTOSN91H6,FORD OTOMOTIV SANAYI,TR,EM
TRASAHOL91Q5,HACI OMER SABANCI HLDG.,TR,EM
TRASISEW91Q3,TKI.SISE VE CAM FKI.,TR,EM
TRATCELL91M1,TURKCELL ILETISIM HZM.,TR,EM
TRATHYAO91M5,TURK HAVA YOLLARI,TR,EM
TRATUPRS91E8,TUPRAS TKI.PEL.RFNE.,TR,EM
TRAYAZIC91Q6,ANADOLU GRUBU HOLDING A,TR,EM
TRAYKBNK91N6,YAPI VE KREDI BANKASI,TR,EM
TREBIMM00018,BIM BIRLESIK MAGAZALAR,TR,EM
TRECOLA00011,COCA COLA ICECEK,TR,EM
TREENKA00011,ENKA INSAAT VE SANAYI A,TR,EM
TRETAVH00018,TAV HAVALIMANLARI,TR,EM
TRETHAL00019,TURKIYE HALK BANKASI,TR,EM
TRETKHO00012,TEKFEN HOLDING,TR,EM
TREULKR00015,ULKER BISKUVI SANAYI,TR,EM
TREVKFB00019,TKI.VAKIFLAR BANKASI,TR,EM
TW0001102002,ASIA CEMENT,TW,EM
TW0001216000,UNI-PRESIDENT ENTS.,TW,EM
TW0001301000,FORMOSA PLASTICS,TW,EM
TW0001303006,NAN YA PLASTICS,TW,EM
TW0001326007,FORMOSA CHEMS.& FIBRE,TW,EM
TW0001402006,FAR EASTERN NEW CENTURY,TW,EM
TW0001409001,SHINKONG SYNTHETIC FIBER,TW,EM
TW0001434009,FORMOSA TAFFETA,TW,EM
TW0001503001,SHIHLIN ELEC.& ENGR.,TW,EM
TW0001504009,TECO ELEC.& MACHINERY,TW,EM
TW0001605004,WALSIN LIHWA,TW,EM
TW0001717007,ETERNAL MATERIALS,TW,EM
TW0001722007,TAIWAN FERTILIZER,TW,EM
TW0001723005,CHINA STEEL CHEMICAL,TW,EM
TW0001785004,SOLAR APPD.MATS.TECH.,TW,EM
TW0001802007,TAIWAN GLASS IND.,TW,EM
TW0001907004,YUEN FOONG YU PAPR.MNFG.,TW,EM
TW0002002003,CHINA STEEL,TW,EM
TW0002006004,TUNG HO STL.ENTER.,TW,EM
TW0002014008,CHUNG HUNG STEEL,TW,EM
TW0002015005,FENG HSIN STEEL,TW,EM
TW0002023009,YIEH PHUI ENTERPRISE,TW,EM
TW0002101003,NANKANG RUBBER TIRE,TW,EM
TW0002103009,TSRC,TW,EM
TW0002105004,CHENG SHIN RUB.INDS.,TW,EM
TW0002201001,YULON MOTOR,TW,EM
TW0002204005,CHINA MOTOR,TW,EM
TW0002207008,HOTAI MOTOR,TW,EM
TW0002301009,LITE-ON TECHNOLOGY,TW,EM
TW0002303005,UNITED MICRO ELTN.,TW,EM
TW0002308004,DELTA ELECTRONICS,TW,EM
TW0002317005,HON HAI PRECN.IND.,TW,EM
TW0002323003,CMC MAGNETICS,TW,EM
TW0002324001,COMPAL ELECTRONICS,TW,EM
TW0002327004,YAGEO,TW,EM
TW0002328002,PAN-INTL.INDL.,TW,EM
TW0002330008,TAIWAN SEMICON.MNFG.,TW,EM
TW0002332004,D-LINK,TW,EM
TW0002337003,MACRONIX INTL.,TW,EM
TW0002344009,WINBOND ELTN.,TW,EM
TW0002347002,SYNNEX TECH.INTL.,TW,EM
TW0002349008,RITEK,TW,EM
TW0002352002,QISDA,TW,EM
TW0002353000,ACER,TW,EM
TW0002354008,FOXCONN TECHNOLOGY,TW,EM
TW0002356003,INVENTEC,TW,EM
TW0002357001,ASUSTEK COMPUTER,TW,EM
TW0002362001,CLEVO,TW,EM
TW0002371002,TATUNG,TW,EM
TW0002377009,MICRO-STAR INTERNATIONAL,TW,EM
TW0002379005,REALTEK SEMICON.,TW,EM
TW0002382009,QUANTA COMPUTER,TW,EM
TW0002385002,CHICONY ELECTRONICS,TW,EM
TW0002388006,VIA TECHNOLOGIES,TW,EM
TW0002392008,CHENG UEI PRECISION IND.,TW,EM
TW0002393006,EVERLIGHT ELECTRONICS,TW,EM
TW0002395001,ADVANTECH,TW,EM
TW0002408002,NANYA TECHNOLOGY,TW,EM
TW0002409000,AUO,TW,EM
TW0002412004,CHUNGHWA TELECOM,TW,EM
TW0002451002,TRANSCEND INFO.,TW,EM
TW0002454006,MEDIATEK,TW,EM
TW0002474004,CATCHER TECHNOLOGY,TW,EM
TW0002498003,HTC,TW,EM
TW0002501004,CATHAY RLST.DEV.,TW,EM
TW0002603008,EVERGREEN MARINE,TW,EM
TW0002605003,SINCERE NAVIGATION,TW,EM
TW0002606001,U-MING MARINE TRAN.,TW,EM
TW0002607009,EVRG.INTL.STRG.& TRAN.,TW,EM
TW0002609005,YANG MING MAR.TRAN.,TW,EM
TW0002610003,CHINA AIRLINES,TW,EM
TW0002615002,WAN HAI LINES,TW,EM
TW0002617008,TAIWAN NAVIGATION,TW,EM
TW0002618006,EVA AIRWAYS,TW,EM
TW0002707007,FORMOSA INTL.HOTELS,TW,EM
TW0002801008,CHANG HWA COML.BANK,TW,EM
TW0002834009,TAIWAN BUSINESS BANK,TW,EM
TW0002880002,HUA NAN FINANCIAL HDG.,TW,EM
TW0002881000,FUBON FINL.HLDG.,TW,EM
TW0002882008,CATHAY FINL.HLDG.,TW,EM
TW0002883006,KGI FINANCIAL HOLDING,TW,EM
TW0002884004,E SUN FINL.HLDG.,TW,EM
TW0002885001,YUANTA FINANCIAL HDG.,TW,EM
TW0002886009,MEGA FINANCIAL HOLDING,TW,EM
TW0002887007,TS FINANCIAL HOLDING,TW,EM
TW0002888005,SHIN KONG FINL.HLDG. DEAD - DELIST.24/07/25,TW,EM
TW0002890001,SINOPAC FINL.HDG.,TW,EM
TW0002891009,CTBC FINL.HLDG.,TW,EM
TW0002892007,FIRST FINANCIAL HOLDING,TW,EM
TW0002903002,FAR EASTERN DEPT.STRS.,TW,EM
TW0002912003,PRESIDENT CHAIN STORE,TW,EM
TW0003008009,LARGAN PRECISION,TW,EM
TW0003034005,NOVATEK MICROELS.,TW,EM
TW0003035002,FARADAY TECHNOLOGY,TW,EM
TW0003037008,UNIMICRON TECHNOLOGY,TW,EM
TW0003044004,TRIPOD TECHNOLOGY,TW,EM
TW0003045001,TAIWAN MOBILE,TW,EM
TW0003189007,KINSUS INTCONN.TECH.,TW,EM
TW0003227005,PIXART IMAGING,TW,EM
TW0003231007,WISTRON,TW,EM
TW0003376000,SHIN ZU SHING,TW,EM
TW0003443008,GUC,TW,EM
TW0003481008,INNOLUX,TW,EM
TW0003702007,WPG HOLDINGS,TW,EM
TW0003711008,ASE TECHNOLOGY HOLDING,TW,EM
TW0004904008,FAR EASTONE TELECOM.,TW,EM
TW0005203004,CYBERLINK,TW,EM
TW0005347009,VANGD.INTL.SEMICON.,TW,EM
TW0005371009,CORETRONIC,TW,EM
TW0005483002,SINO-AMER.SILICON PRDS.,TW,EM
TW0005522007,FARGLORY LAND DEV.,TW,EM
TW0006116007,HANNSTAR DISPLAY,TW,EM
TW0006121007,SIMPLO TECHNOLOGY,TW,EM
TW0006176001,RADIANT OPTO-ELECTRONICS,TW,EM
TW0006239007,POWERTECH TECHNOLOGY,TW,EM
TW0006244007,MOTECH INDUSTRIES,TW,EM
TW0006505001,FORMOSA PETROCHEMICAL,TW,EM
TW0008046004,NAN YA PRINTED CUB.,TW,EM
TW0008069006,E INK HOLDINGS,TW,EM
TW0008299009,PHISON ELECTRONICS,TW,EM
TW0009904003,POU CHEN,TW,EM
TW0009907006,TON YI INDUSTRIAL,TW,EM
TW0009917005,TAIWAN SECOM,TW,EM
TW0009921007,GIANT MNFG.,TW,EM
US0010551028,AFLAC,US,AMER
US0010841023,AGCO,US,AMER
US00130H1059,AES,US,AMER
US00206R1023,AT&T,US,AMER
US0028241000,ABBOTT LABORATORIES,US,AMER
US0028962076,ABERCROMBIE & FITCH 'A',US,AMER
US00507V1098,ACTIVISION BLIZZARD DEAD - DELIST.16/10/23,US,AMER
US00724F1012,ADOBE (NAS),US,AMER
US00737L1035,ADTALEM GLOBAL EDUCATION,US,AMER
US00751Y1064,ADV.AUTO PARTS,US,AMER
US0079031078,ADVANCED MICRO DEVICES,US,AMER
US0082521081,AFFILIATED MANAGERS,US,AMER
US00846U1016,AGILENT TECHS.,US,AMER
US0091581068,AIR PRDS.& CHEMS.,US,AMER
US00971T1016,AKAMAI TECHS.,US,AMER
US0126531013,ALBEMARLE,US,AMER
US0144911049,ALEXANDER AND BALDWIN,US,AMER
US0152711091,ALEXANDRIA REAL ESTATE EQUITIES REIT,US,AMER
US0171751003,ALLEGHANY DEAD - DELIST.19/10/22,US,AMER
US01741R1023,ATI,US,AMER
US0185811082,BREAD FINANCIAL HOLDINGS,US,AMER
US0188021085,ALLIANT ENERGY (XSC),US,AMER
US0200021014,ALLSTATE ORD SHS,US,AMER
US02079K3059,ALPHABET 'A',US,AMER
US02209S1033,ALTRIA GROUP,US,AMER
US0231351067,AMAZON.COM,US,AMER
US0236081024,AMEREN,US,AMER
US0255371017,AMER.ELEC.PWR.,US,AMER
US02553E1064,AMER.EAG.OUTFITTERS,US,AMER
US0258161092,AMERICAN EXPRESS,US,AMER
US0259321042,AMERICAN FINL.GP.OHIO,US,AMER
US0268747849,AMERICAN INTL.GP.,US,AMER
US02772A1097,AMERICAN NATIONAL GROUP DEAD - DELIST.26/05/22,US,AMER
US03027X1000,AMERICAN TOWER,US,AMER
US03062T1051,AMERICA S CAR MART,US,AMER
US03073E1055,CENCORA,US,AMER
US03076C1062,AMERIPRISE FINL.,US,AMER
US0311001004,AMETEK,US,AMER
US0311621009,AMGEN,US,AMER
US0320951017,AMPHENOL 'A',US,AMER
US0326541051,ANALOG DEVICES,US,AMER
US0367521038,ELEVANCE HEALTH,US,AMER
US03743Q1085,APA,US,AMER
US03748R7474,APARTMENT INV.& MAN.'A',US,AMER
US0375981091,APOGEE ENTERPRISES,US,AMER
US0378331005,APPLE,US,AMER
US0382221051,APPLIED MATS.,US,AMER
US0383361039,APTARGROUP,US,AMER
US03940R1077,ARCH RESOURCES A DEAD - DELIST.14/01/25,US,AMER
US0394831020,ARCHER DANIELS MIDLAND,US,AMER
US0427351004,ARROW ELECTRONICS,US,AMER
US0441861046,ASHLAND,US,AMER
US0454871056,ASSOCIATED BANC-CORP,US,AMER
US04621X1081,ASSURANT,US,AMER
US0495601058,ATMOS ENERGY,US,AMER
US0527691069,AUTODESK,US,AMER
US0528001094,AUTOLIV,SE,EUR
US0530151036,AUTOMATIC DATA PROC.,US,AMER
US05329W1027,AUTONATION,US,AMER
US0533321024,AUTOZONE,US,AMER
US0534841012,AVALONBAY COMMNS.,US,AMER
US0536111091,AVERY DENNISON,US,AMER
US0537741052,AVIS BUDGET GROUP,US,AMER
US0538071038,AVNET,US,AMER
US05561Q2012,BOK FINL.,US,AMER
US0565251081,BADGER METER,US,AMER
US0567521085,BAIDU ADS 1:8,CN,EM
US0584981064,BALL,US,AMER
US0605051046,BANK OF AMERICA,US,AMER
US0625401098,BANK OF HAWAII,US,AMER
US0640581007,BANK OF NEW YORK MELLON,US,AMER
US0708301041,BATH AND BODY WORKS,US,AMER
US07134L1070,BATTALION OIL (ASE),US,AMER
US0718131099,BAXTER INTL.,US,AMER
US0758871091,BECTON DICKINSON,US,AMER
US0758961009,BED BATH & BEYOND DEAD - DELIST.02/10/23,US,AMER
US0844231029,W R BERKLEY,US,AMER
US0846701086,BERKSHIRE HATHAWAY 'A',US,AMER
US0865161014,BEST BUY,US,AMER
US0893021032,BIG LOTS (OTC),US,AMER
US09061G1013,BIOMARIN PHARM.,US,AMER
US09062X1037,BIOGEN,US,AMER
US09073M1045,BIO-TECHNE,US,AMER
US0936711052,H&R BLOCK,US,AMER
US0970231058,BOEING,US,AMER
US09857L1089,BOOKING HOLDINGS,US,AMER
US0997241064,BORGWARNER,US,AMER
US1011211018,BXP,US,AMER
US1011371077,BOSTON SCIENTIFIC,US,AMER
US1033041013,BOYD GAMING,US,AMER
US1053682035,BRANDYWINE REAL.TST.SHBI NEW,US,AMER
US1096411004,BRINKER INTL.,US,AMER
US1096961040,BRINK'S,US,AMER
US1101221083,BRISTOL MYERS SQUIBB,US,AMER
US1124631045,BROOKDALE SENIOR LIVING,US,AMER
US1152361010,BROWN & BROWN,US,AMER
US1156372096,BROWN-FORMAN 'B',US,AMER
US12504L1098,CBRE GROUP CLASS A,US,AMER
US1252691001,CF INDUSTRIES HDG.,US,AMER
US12541W2098,CH ROBINSON WWD.,US,AMER
US1255231003,CIGNA,US,AMER
US1255818015,CIT GROUP DEAD - DELIST.04/01/22,US,AMER
US12572Q1058,CME GROUP,US,AMER
US1258961002,CMS ENERGY,US,AMER
US1261171003,CNA FINANCIAL,US,AMER
US1264081035,CSX,US,AMER
US12653C1080,CNX RESOURCES,US,AMER
US1266501006,CVS HEALTH,US,AMER
US1270551013,CABOT,US,AMER
US1270971039,COTERRA ENERGY,US,AMER
US1273871087,CADENCE DESIGN SYS.,US,AMER
US12740C1036,CADENCE BANK DEAD - DELIST.02/02/26,US,AMER
US1307881029,CAL.WATER SER.,US,AMER
US1331311027,CAMDEN PROPERTY TST.,US,AMER
US1344291091,THE CAMPBELL S COMPANY,US,AMER
US14040H1059,CAPITAL ONE FINL.,US,AMER
US14057J1016,CAPITOL FED.FINL.,US,AMER
US14149Y1082,CARDINAL HEALTH,US,AMER
US1423391002,CARLISLE COS.,US,AMER
US1431301027,CARMAX,US,AMER
US1491231015,CATERPILLAR,US,AMER
US1508701034,CELANESE,US,AMER
US15189T1079,CENTERPOINT EN.,US,AMER
US1567821046,CERNER DEAD - DELIST.09/06/22,US,AMER
US1598641074,CHAS.RVR.LABS.INTL.,US,AMER
US1651677353,EXPAND ENERGY,US,AMER
US1667641005,CHEVRON,US,AMER
US1686151028,CHICO'S FAS DEAD - DELIST.05/01/24,US,AMER
US1699051066,CHOICE HOTELS INTL.,US,AMER
US1713401024,CHURCH & DWIGHT CO.,US,AMER
US1717793095,CIENA,US,AMER
US1720621010,CINCINNATI FINL.,US,AMER
US17275R1023,CISCO SYSTEMS,US,AMER
US1729081059,CINTAS,US,AMER
US1729674242,CITIGROUP,US,AMER
US1773761002,CITRIX SYS. DEAD - DELIST.03/10/22,US,AMER
US18453H1068,CLEAR CHANNEL OUTDOOR HOLDINGS,US,AMER
US1858991011,CLEVELAND CLIFFS,US,AMER
US1890541097,CLOROX,US,AMER
US1912161007,COCA COLA,US,AMER
US1912411089,COCA COLA FEMSA ADR 1:10,MX,EM
US1924461023,COGNIZANT TECH.SLTN.'A',US,AMER
US1941621039,COLGATE-PALM.,US,AMER
US20030N1019,COMCAST A,US,AMER
US2003401070,COMERICA DEAD - DELIST.02/02/26,US,AMER
US2005251036,COMMERCE BCSH.,US,AMER
US2017231034,COMMERCIAL MTLS.,US,AMER
US2036681086,COMMUNITY HEALTH SYSTEMS,US,AMER
US2044481040,CIA.MINAS BUENAVENTURA ADR 1:1,PE,EM
US2058871029,CONAGRA BRANDS,US,AMER
US20825C1045,CONOCOPHILLIPS,US,AMER
US2091151041,CONSOLIDATED EDISON,US,AMER
US21036P1084,CONSTELLATION BRANDS 'A',US,AMER
US2172041061,COPART,US,AMER
US21871N1019,CORECIVIC,US,AMER
US2193501051,CORNING,US,AMER
US22160K1051,COSTCO WHOLESALE,US,AMER
US22410J1060,CRACKER BARREL OLD CTRY. STORE,US,AMER
US2244081046,CRANE,US,AMER
US22822V1017,CROWN CASTLE,US,AMER
US2283681060,CROWN HDG.,US,AMER
US2298991090,CULLEN FO.BANKERS,US,AMER
US2310211063,CUMMINS,US,AMER
US23331A1097,D R HORTON,US,AMER
US2333311072,DTE ENERGY,US,AMER
US23355L1061,DXC TECHNOLOGY,US,AMER
US2358511028,DANAHER,US,AMER
US2371941053,DARDEN RESTAURANTS,US,AMER
US23918K1088,DAVITA,US,AMER
US2441991054,DEERE,US,AMER
US2473617023,DELTA AIR LINES,US,AMER
US24790A1016,DENBURY DEAD - DELIST.02/11/23,US,AMER
US24906P1093,DENTSPLY SIRONA,US,AMER
US25179M1036,DEVON ENERGY,US,AMER
US25271C2017,DIAMOND OFFSHORE DRILLING,US,AMER
US2533931026,DICK'S SPORTING GOODS,US,AMER
US2536511031,DIEBOLD NIXDORF DEAD - DELIST.11/08/23,US,AMER
US2546871060,WALT DISNEY,US,AMER
US25470M1099,DISH NETWORK 'A' DEAD - DELIST.02/01/24,US,AMER
